Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
12/7/1988,19:33,"Irkutsk, Russia",52.2907,104.2786,Aeroflot,,,Let 410UVP,CCCP-67127,790323,14,6,0,The aircraft struck the ground while the crew was in the base leg turn. Crew procedural errors. The radio altimeter warning was not set and the outer marker was not used during the approach.
12/8/1988,,"Medellin, Colombia",6.2308,-75.5906,T & G Aviation,,Dakar - Agadir,Douglas DC-7CF,N284,45203/776,5,5,0,Accidently struck by a surface-to-air missile by the Polisario.
12/10/1988,20:00,"Solo, Indonesia",-7.5717,110.8227,Military - Afghan Republican Air Force,,Kabul - Khowst,Antonov AN-32,,,25,25,0,Shot down by a Pakistani jet fighter while en route.
12/14/1988,21:50,"Milford Sound, New Zealand",-44.6085,167.8477,GAS Air,,Dar-es-Salaam - Cairo,Boeing B-707-321C,5N-AYJ,19168/508,8,8,5,After 2 missed approaches at Cairo the plane diverted to Luxor but crashed into a residential neighborhood while attempting to land. Forced landing. Fuel exhaustion.
12/17/1988,,"Luena, Angola",-11.7836,19.9111,Broughton Air Servces,,,Mitsubish MU-2 uise,VH-BBA,782SA,10,10,0,
12/21/1988,19:03,"Ipiales, Colombia",0.8233,-77.6353,Pan American World Airways,103,London - New York City,Boeing B-747-121A,N739PA,19646/15,259,259,11,"The airliner disappeared from radar shortly after leveling off at FL 310 while on a flight from Heathrow Airport, London,  to New York. The aircraft broke up with two main sections of wreckage coming down in the town of Lockerbie. Detonation of an explosive device in the forward cargo area planted by terrorists.  Musician Paul Jeffreys killed. The aircraft was named 'Clipper Maid of the Seas.'"
3/15/1989,7:25,"Khorramabed, Iran",33.4841,48.3525,Mid PacifiAir,,Terre Haute - Lafayette,NAMC YS-11A-300F,N128MP,2139,2,2,0,"While landing the cargo plane pitched down and crashed short of the runway. A loss of control due to the improper in-flight decisions by the crew and the undetected accumulation of ice on the leading edge of the horizontal stabilizer, during flight in a forward centre of gravity condition and exacerbated by the extension of full landing flaps."
1/8/1989,20:25,"Ayan, Russia",56.4583,138.1681,British Midland Airways,92,London - Belfast,Boeing B-737-4Y0,G-OBME,23867/1603,126,47,0,"While en route and climbing through FL 280, a vibration was felt and the smell of smoke was detected.  A fan blade on the No. 1 engine detached and caused a compressor stall and vibration of the aircraft. The crew throttled back the No. 2 engine and the vibration stopped. Soon after it was decided to shut down the No. 2 engine. While attempting to land, power was lost in the No. 1 engine, the aircraft stalled and crashed into trees 3,000 ft. short of the runway. The crew mistakenly shut down the wrong engine, lost power in the disabled engine and was unable to maintain flight in the final approach."
1/12/1989,4:45,"Xichang, China",27.8944,102.2644,Bradley Air Services,,"Dayton, OH - Montreal, Canada",Hawker Siddeley  Avro 748-215,C-GDOV,1582,2,2,0,"After gaining altitude the cargo plane descended until it impacted trees. Improper IFR procedure by the first officer during takeoff, his lack of instrument scan, his failure to maintain a positive rate of climb or to identify the resultant descent, and the captain's inadequate supervision of the flight. Contributing factors were: dark night, low ceiling, drizzle, the first officer's lack of total experience in the type of operation, and possible spatial disorientation of the first officer."
1/17/1989,,"Natashquan, Quebec, Canada",50.1333,-61.8000,Aerolineas La Paz,,La Paz - Apolo,Douglas DC-3(C-47A-DL),CP-1418,19344,5,5,0,The plane went missing en route.
1/29/1989,,"Niederanven, Luxembourg",49.6514,6.2560,Military - Canadian Army,,Exercise,Lockheed CC-130E Hercules,130318,4124,11,11,0,Crashed about 500 ft. short of the runway.
2/3/1989,7:41,"Yengema, Sierra Leone",8.4928,-10.3322,Burma Airways,,Rangoon - Kentung,Fokker F-27 Friendship 600,XY-AEK,10325,29,26,0,The aircraft entered a fog bank after taking off from Rangoon and hit a tree and caught fire.
2/6/1989,18:25,"La Macarena, Colombia",2.1827,-73.7857,RAM,3132,Marseille - Paris,Vickers 952F Vanguard,F-GEJE,730,3,3,0,After a second takeoff attempt the cargo plane banked to the right until it crashed into the water.
2/8/1989,14:08,"Jeddah, Saudi Arabia",21.5433,39.1728,Independent Air Inc.,1851,Bergamo - Orio al Serio - Santa Maria,Boeing B-707-331B,N7231T,19572/687,144,144,0,"The airliner hit a mountain while attempting to land at Santa Maria. The crew mistakenly continued to descend through 3,000 ft. which it was clear to. Because of a overlap in communications, the tower did not notice the mistake. The aircraft continued to descend and did not comment or react to warnings from the GPSW for 7 seconds. The aircraft then hit Pico Alto mountain at an altitude of 2,000 ft.  Procedural errors by the flight crew and ATC. Descent of the aircraft below minimum sector altitude. Transmission from the tower of a QNH value higher than the actual value."
2/19/1989,6:36,"Peshawar, Pakistan",34.0070,71.5331,Flying Tiger Line,,Singapore - Kuala Lumpur,Boeing 747-249F,N807FT,21828/408,4,4,0,"The cargo plane descended below minimums and impacted trees and a hill. Non-standard phraseology used by Kuala Lumpur ATC, causing the crew to misinterpret the instructions."
2/19/1989,12:10,"Khartoum, Sudan",15.5974,32.5347,Air Taxi - Las Vegas Flyers Inc.,,"Las Vegas, NV - Santa Ana, CA",Cessna 402B,N69383,402B0527,10,10,0,"The accident occurred during a descent when the aircraft collided with a 2,060 ft. mountain. The pilot's failure to properly preflight and plan for flight and his intentional flight into imconditions. Pilots disregard for in-flight weather advisories. Factors contributing to the accident were the low ceiling conditions in conjunction with the mountainous terrain."
2/24/1989,2:09,"Pueblo, Colorado",38.2654,-104.6104,United Air Lines,811,Los Angeles - Honolulu - Auckland - Sidney,Boeing B-747-122,N4713U,19875/89,356,9,0,"After leaving Honolulu, on a flight from Los Angeles to Sydney, Australia, the loss of an improperly latched foward lower lobe cargo door resulted in explosive decompression and loss of power in the No. 3 and 4 engines. Nine passengers were sucked out of the plane and lost at sea. The plane landed safely. The cargo door opening was attributed to a faulty switch or wiring in the door control system which permitted electrical actuation of the door latches towards the unlatched position after initial door closure and before takeoff."
2/28/1989,6:30,"Pucallpa, Peru",-8.3833,-74.5500,Transfair,,,Douglas C-47A,C-FBZN,25290,2,2,0,The cargo plane crashed after its initial climb.
3/10/1989,,"Port Harcourt, Nigeria",4.7715,7.0143,Aero Condor,,Sightseeing,Britten Norman BN-2A Trislander,OB-T-1271,604,10,10,0,Crashed after striking radio tower while on approach.
3/20/1989,7:00,"Pownal, Vermont",42.8000,-73.2167,Military - U.S. Marine Corps,,,Sikorsky CH-53D,157140,,34,19,0,Crashed and burned in mountainous terrain during a troop lift mission. Came in for a landing at an extreme high bank until it crashed to the ground. Pilot error.
3/21/1989,11:55,"Piacenza, Italy",45.0478,9.7006,Transbrasil,,Manaus - Sao Paulo-Guarulhos,Boeing B-707-349C,PT-TCS,19354/503,3,3,18,The plane crashed into houses during a steep approach. Crew error. High speed approach. Deep stall. This was the Boeing 707 used in the movie 'Airport' in 1970.
4/10/1989,21:07,"Donetsk, Ukraine",47.9813,37.7753,Europe Aero Service EAS,602,Paris - Valence,Fairchild FH-227B,F-GGDM,532,22,22,0,"After being cleared on a heading for Valence, the aircraft continued on its current heading until it struck a mountain at 4,100 feet. Crew error. Navigational error. Controlled flight into terrain."
4/19/1989,,"Kandahar, Afghanistan",31.6167,65.7167,SATENA,,Cucuta - Arauca,Pilatus PC-6 Turbo Porter,FAC-1110,819,11,11,0,Crashed while en route.
4/26/1989,,"Sao Felix do Araguaia , Brazil",-11.6169,-50.6689,Aerosucre Colombia,,Baranquilla - Bogota,Aérospatiale SE-210 Caravelle,HK-3325X,215,5,5,0,"Shifting of cargo after takeoff cause the plane to take a nose-high attitude, stall and crash into houses."
5/5/1989,,"Abuja, Nigeria",9.0667,7.4833,Aero Cozumel,,Chichen Itza - Cozumel,Britten Norman BN-2A Trislander II,XA-JPE,1051,19,6,0,Crashed after the pilot radioed he was making an emergency landing with engine problems.
5/6/1989,1:45,"Port Heiden, Alaska",56.9575,-158.6406,Southern Express,,Memphis - Columbia,Embraer EMB-110 Bandeirante,N95PB,110330,2,1,0,The positioning flight crashed into trees short of the runway in dense fog. The pilot attempted to make a VFR landing in IFR conditions that were below minimums for the published instrument approach and collided with trees and the ground after allowing the airplane to descend below the proper altitude.
5/9/1989,,"Dizangue, Cameroon",3.7667,9.9833,Aero Asahi,,,Bell 412,JA9596,33070,,10,0,
6/11/1989,13:30,"Milwaukee, Wisconson",43.0500,-87.9500,SceniAir Tours,21,"Hilo, HI - Kahului, HI",Beechcraft H18,N34AP,BA-746,11,11,0,Crashed in a scenicanyon area near a waterfall. The pilots improper in-flight planning/decision to maneuver with insufficient altitude over or in a canyon area. Factors related to the accident were the terrain conditions and sceniair tour's lack of specifidirection to its pilots concerning safety procedures for sightseeing flights.
6/17/1989,8:28,"Kamina, Congo",-8.7321,24.9938,Interflug,,Berlin - Moscow,Ilyushin IL-62MK,DDR-SEW,2850324,113,20,1,"The pilot aborted the takeoff at liftoff after it was discovered the rudder and elevator were jammed. When the command was given to apply reverse thrust  the flight engineer switched off the engines by mistake. The aircraft overran runway, collided with obstacles and caught fire. Jammed rudder and elevator."
6/22/1989,17:40,"Shinile, Ethiopia",9.6670,41.8330,Fuerza Aérea del Peru,,San Ramon - Captain Alvarino,de Havilland Canada DHC-5D Buffalo,FAP-329,329,62,62,0,Crashed into a mountainside in the remote Andean highlands shortly after leaving San Ramon. Overloaded.
6/27/1989,,"Ruidoso, New Mexico",33.3322,-105.6749,Formosa Airlines,,Kaohsiung - Chi-mei,Cessna 404 Titan Courier II,B-12206,404-0418,13,12,0,Crashed into houses on takeoff and exploded.
6/28/1989,21:19,"Cubarral, Colombia",3.7919,-73.8413,Cameroon Airlines,,Douala - Yaounde,Hawker Siddeley HS-748-435 Srs. 2,TJ-CCF,1804,47,3,0,"The plane landed short of the runway on the third landing attempt, overran the runway and collided with an embankment."
6/28/1989,9:30,"Isparta, Turkey",37.7647,30.5567,Somali Airlines,,Hargeisa - Mogadishu,Fokker F-27 Friendship 600RF,6O-SAZ,10559,30,30,0,Crashed after takeoff.  Shot down by a surface-to-air missile.
6/29/1989,0:04,"Rumbek, Sudan",6.8058,29.6761,Calair,,"Carterville, GA  - Montgomery, AL",Dassault Falcon 20,N125CA,208,2,2,0,"Unable to gain altitude the positioning flight struck powerlines and crashed. Failure of the pilot-in-command  to assure that the aircraft maintained a climb profile after takeoff. Factors related to the accident were: dark night, the crew's lack of visual perception at night, the PIC's lack of rest (fatigue) and the copilot's failure to attain remedial action."
7/19/1989,7:17,"Chelyabinsk, Russia",55.1547,61.3758,Air Taxi - Centre Airlines Inc.,,"Baltimore, MD - Winchester, VA",Beech E18S,N138JR,,5,2,0,"Shortly after departing from runway 15l at the Baltimore-Washington International Airport, the pilot transmitted that he had an emergency consisting of a fire under his side panel. He reported he was going to circle & land. According to witnesses, flames & smoke were in the cockpit area. The aircraft started a gradual descent during a left turn. Subsequently, it crashed into a house."
7/19/1989,11:02,"Malakal, Sudan",9.5500,31.6500,Aeroflot,,Observation flight out of Cape Schmidt,Antonov AN-26,CCCP-26685,8805,10,10,0,Crashed into costal cliffs while on an ice observation flight.
7/21/1989,,"Khartoum, Sudan",15.5974,32.5347,Talair,,,de Havilland Canada DHC-6 Twin Otter 300,P2-RDW,366,22,3,0,Crashed into jungle shortly after taking off.
7/23/1989,,"Junction City, California",40.7436,-123.0586,Military - Afghan Republican Air Force,,,Mil Mi-8 / Mil Mi-8,,,30,30,0,Mid-air collision between two helicopters.
7/27/1989,,"Bukavu, Congo",-2.5000,28.8667,Universal Airlines,,,Sikorsky S-58T,,,19,13,0,Crashed into the sea.
7/31/1989,22:00,"Wamena, Indonesia",-4.2703,138.7461,Air Freight New Zealand,1,Auckland - Christchurch,Convair CV-580,ZK-FTB,180,3,3,0,The cargo lost altitude shortly after lifting off and crashed and broke up in  Manukau Harbor. The training captain's failure to monitor the aircraft's climb flight path during the critical stage of the climb after take-off.
8/3/1989,13:43,"El Alto de Rubio, Venezuela",-16.5167,-68.1667,OlympiAviation,,Thessaloniki - Samos,Shorts 330-200,SX-BGE,SH-3083,34,34,0,Crashed into Mt. Kerkis in poor weather after deviating from course on approach. The crew was flying VFR in IFR conditons. The aircraft was named Isle of Minos.
8/7/1989,12:10,"Madiun, Indonesia",-7.5946,111.5449,RRC Air Service,,Addis Ababa - Bole,de Havilland DHC-6 Twin Otter 300,ET-AIL,699,16,16,0,"The aircraft took off from Addis Ababa to see how much food was reaching the famine-stricken area of western Ethiopia.  The plane crashed into a mountain in poor weather conditons at an altitude of  3,600 feet.  The crew flew into an area of bad weather at a very low altitude and failed to maintain visual contact with the ground.  U.S. Representative George Thomas 'Mickey' Leland, 45, killed."
8/8/1989,10:35,"Isiro, DemocratiRepubliCongo",2.7574,27.6262,Aspring Air,,Wanaka - Milford Sound,Britten-Norman BN-2A-26 Trislander,ZK-EVK,583,10,10,0,Crashed into the face of a mountain. Undetermined.
8/13/1989,21:25,"Port Hope Simpson, Newfoundland, Canada",52.5333,-56.3000,Private,,"Hattiesburg, MS - Gulfport, MS",Cessna 177RG,N1976Q,177RG-0376,2,2,0,"The aircraft was flying from Hattiesburg to Gulfport. The non-instrument rated pilot lost control of the aircraft after encountering instrument meteorological conditions resulting in the airplane spiraling into the ground in a wooded area.  U.S. Representative from Mississippi, Larkin Smith, 45, was killed."
8/21/1989,12:50,"Sondre Stromfjord, Greenland",67.0093,-50.7174,Air Taxi,,"Medford, OR - Medford, OR",Beechcraft C90,N25ST,LJ507,3,3,0,"The aircraft emerged out of a fog bank while attempting to land, banked to the left and crashed. The pilot's failure to initiate a go-around after emerging from a fog bank on a short final which resulted in inadequate airspeed and a stall. Contributing to the accident was the pilot's poor judgement in attempting the VFR approach in IMC conditions."
8/28/1989,0:45,"Ravenna, Italy",44.4157,12.1966,Bay Land Aviation,,"Salisbury, MD - Lynchburg, VA",Piper PA-31-350 Navajo,N234J,317952021,5,5,0,Crashed into trees left of the runway after attempting two VFR and an IFR approach in fog. Failure to maintain clearance from obstructions because of improper IFR operation.
9/3/1989,19:00,"San Diego, California",32.7150,-117.1625,Cubana de Aviacion,,"Havana - Köln, Bonn",Ilyushin IL-62M,CU-T1281,3850453,126,126,45,The aircraft crashed into navigational towers and residential houses shortly after takeoff in heavy rain and high winds. Decision to fly after an abrupt deterioration in weather conditions.
